attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,non-travel,1944.2222222222224,2.0,4.0,Human Resources,822.0,3.0,1.0,2.0,5.0,MAnAGER,4.0,Unknown,Unknown,"40828,67$",9.0,No,21.0,4.0,4.0,Full Time,1.0,10.0,3.0,3.0,3.0,2.0,2.0,1964.0,"188440,00$",0
No,Unknown,290.03550973654063,7.0,1.0,Unknown,823.0,4.0,0.0,2.0,1.0,ReSEarch SCIeNTISt,4.0,Married,"2342,59$","6090,75$",1.0,No,11.0,3.0,3.0,Part Time,2.0,10.0,2.0,3.0,2.0,2.0,1.0,1998.0,"28111,13$",True
No,Unknown,488.9444444444444,-26.0,3.0,Medical,824.0,2.0,1.0,4.0,1.0,rESEaRcH SciEnTiST,3.0,Single,"3949,17$","10267,83$",4.0,Unknown,12.0,3.0,4.0,Unknown,0.0,10.0,2.0,3.0,3.0,1.0,2.0,1980.0,Unknown,Yes
No,travel_frequently,1032.4872861766066,12.0,3.0,Unknown,825.0,3.0,1.0,3.0,3.0,SALES eXeCUtive,4.0,Single,"8339,32$","21682,23$",4.0,No,11.0,3.0,4.0,Part Time,0.0,16.0,3.0,3.0,2.0,2.0,1.0,1973.0,"100071,84$",False
Yes,travel_rarely,556.2566609977324,20.0,3.0,Unknown,826.0,2.0,1.0,1.0,2.0,sALEs exEcUtIve,3.0,Unknown,"4492,84$","11681,39$",3.0,Yes,11.0,3.0,3.0,Part Time,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1992.0,"53914,11$",True
No,Unknown,556.2566609977324,6.0,2.0,Medical,827.0,2.0,0.0,3.0,2.0,mAnUfaCTuRing DiRecTor,2.0,Divorced,Unknown,"11681,39$",6.0,No,20.0,4.0,4.0,Part Time,2.0,7.0,0.0,3.0,3.0,0.0,1.0,1987.0,"53914,11$",0
Yes,travel_frequently,1098.809523809524,-16.0,4.0,Unknown,828.0,1.0,0.0,1.0,3.0,ManufACTuRING dIrEcTOr,4.0,Unknown,Unknown,"23075,00$",2.0,Unknown,15.0,3.0,4.0,Full Time,0.0,18.0,2.0,3.0,4.0,0.0,3.0,1972.0,"106500,00$",False
No,Unknown,556.2566609977324,28.0,3.0,Life Sciences,829.0,1.0,0.0,2.0,2.0,SaLes exEcUtIvE,3.0,Unknown,Unknown,"11681,39$",2.0,Unknown,18.0,3.0,4.0,Part Time,0.0,10.0,3.0,3.0,2.0,2.0,2.0,1998.0,"53914,11$",False
No,travel_rarely,445.4047619047618,3.0,5.0,Technical Degree,830.0,4.0,1.0,3.0,2.0,rESearCH SCientIsT,3.0,Unknown,"3597,50$","9353,50$",3.0,Yes,20.0,4.0,2.0,Unknown,0.0,19.0,2.0,3.0,3.0,2.0,2.0,1985.0,"43170,00$",False
No,travel_rarely,290.03550973654063,5.0,3.0,Technical Degree,831.0,4.0,1.0,3.0,1.0,ReseArCH scIenTIst,1.0,Divorced,"2342,59$","6090,75$",5.0,No,14.0,3.0,4.0,Part Time,1.0,8.0,3.0,3.0,3.0,2.0,2.0,1993.0,"28111,13$",1
No,Unknown,290.03550973654063,-36.0,1.0,Medical,832.0,36.0,0.0,3.0,1.0,rESeaRCh SCienTISt,4.0,Marreid,"2342,59$","6090,75$",1.0,No,24.0,4.0,1.0,Unknown,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2001.0,Unknown,1
No,non-travel,208.82539682539684,9.0,3.0,Medical,833.0,4.0,0.0,3.0,1.0,ReseArch sCienTiST,2.0,Unknown,"1686,67$","4385,33$",6.0,Unknown,18.0,3.0,4.0,Part Time,1.0,10.0,1.0,1.0,2.0,2.0,2.0,1996.0,"20240,00$",1
No,Unknown,290.03550973654063,21.0,3.0,Medical,834.0,3.0,0.0,3.0,1.0,ReSEarcH SCiEnTISt,4.0,Married,"2342,59$","6090,75$",1.0,No,11.0,3.0,3.0,Part Time,1.0,5.0,2.0,1.0,5.0,0.0,2.0,1995.0,"28111,13$",Yes
No,Unknown,315.5079365079365,17.0,3.0,Unknown,835.0,3.0,0.0,3.0,1.0,ReSeaRCH SciEntIst,2.0,Unknown,Unknown,"6625,67$",0.0,Unknown,16.0,3.0,4.0,Full Time,1.0,6.0,3.0,2.0,5.0,1.0,1.0,1996.0,"30580,00$",True
No,travel_rarely,290.03550973654063,8.0,3.0,Life Sciences,836.0,3.0,1.0,3.0,1.0,REseaRcH scientist,1.0,Divorced,"2342,59$","6090,75$",4.0,Unknown,18.0,3.0,3.0,Part Time,1.0,10.0,3.0,3.0,2.0,2.0,2.0,1967.0,"28111,13$",1
No,travel_rarely,290.03550973654063,9.0,2.0,Unknown,837.0,3.0,1.0,3.0,1.0,lABORatOry teCHNICiAN,4.0,Single,Unknown,"6090,75$",1.0,Unknown,12.0,3.0,3.0,Part Time,0.0,10.0,3.0,3.0,2.0,2.0,1.0,1985.0,"28111,13$",1
No,travel_rarely,405.3730158730159,12.0,1.0,Medical,838.0,3.0,1.0,3.0,1.0,ReseArcH ScIEnTIst,4.0,Unknown,"3274,17$","8512,83$",8.0,Unknown,23.0,4.0,3.0,Full Time,1.0,7.0,0.0,3.0,4.0,0.0,2.0,1992.0,"39290,00$",Yes
No,travel_rarely,290.03550973654063,27.0,2.0,Medical,839.0,4.0,1.0,3.0,1.0,RESEarcH sciEnTIsT,2.0,Unknown,"2342,59$","6090,75$",2.0,No,15.0,3.0,4.0,Unknown,0.0,9.0,3.0,3.0,3.0,1.0,2.0,1989.0,Unknown,True
No,Unknown,290.03550973654063,1.0,3.0,Unknown,840.0,3.0,0.0,2.0,1.0,laBORATORY tECHNiciAN,3.0,Unknown,"2342,59$","6090,75$",2.0,Unknown,15.0,3.0,4.0,Part Time,1.0,10.0,2.0,2.0,3.0,0.0,2.0,1973.0,"28111,13$",0
No,Unknown,556.2566609977324,13.0,2.0,Unknown,841.0,4.0,1.0,4.0,2.0,mAnufACTuRInG dIReCtoR,1.0,divorced,"4492,84$","11681,39$",1.0,No,11.0,3.0,3.0,Unknown,2.0,5.0,3.0,3.0,4.0,1.0,3.0,1970.0,Unknown,False
No,travel_frequently,456.5476190476191,-24.0,3.0,Medical,842.0,2.0,1.0,3.0,2.0,laborAToRy teCHnIcIAn,2.0,Single,"3687,50$","9587,50$",5.0,Unknown,11.0,3.0,4.0,Part Time,0.0,10.0,5.0,3.0,6.0,1.0,2.0,1988.0,"44250,00$",Yes
No,travel_frequently,556.2566609977324,1.0,1.0,Unknown,843.0,3.0,0.0,2.0,2.0,manuFactuRinG DIrECtor,1.0,Married,"4492,84$","11681,39$",5.0,Unknown,19.0,3.0,3.0,Part Time,1.0,10.0,1.0,3.0,2.0,2.0,0.0,1996.0,"53914,11$",0
No,Unknown,556.2566609977324,-38.0,2.0,Unknown,844.0,3.0,0.0,3.0,2.0,lAborAToRY tEChnIciAN,4.0,Married,"4492,84$","11681,39$",8.0,Unknown,15.0,3.0,3.0,Part Time,1.0,10.0,2.0,4.0,7.0,3.0,7.0,1983.0,"53914,11$",True
No,Unknown,240.1904761904762,-22.0,3.0,Life Sciences,845.0,22.0,0.0,4.0,1.0,researCH SCientist,2.0,Unknown,"1940,00$","5044,00$",1.0,Unknown,16.0,3.0,1.0,Part Time,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2001.0,"23280,00$",0
No,Unknown,556.2566609977324,-10.0,5.0,Life Sciences,846.0,4.0,0.0,2.0,2.0,hEaltHcare rEpREseNTatiVE,4.0,Unknown,"4492,84$","11681,39$",9.0,No,14.0,3.0,4.0,Part Time,1.0,5.0,5.0,1.0,3.0,0.0,2.0,1983.0,"53914,11$",Yes
No,Unknown,1032.4872861766066,1.0,4.0,Unknown,847.0,4.0,0.0,3.0,3.0,HealThcARe repReSeNTAtivE,1.0,Unknown,"8339,32$","21682,23$",7.0,No,16.0,3.0,3.0,Unknown,1.0,17.0,3.0,3.0,4.0,0.0,3.0,1977.0,Unknown,1
Yes,Unknown,274.13492063492066,3.0,3.0,Technical Degree,848.0,4.0,1.0,3.0,1.0,ReSeArcH ScIenTIsT,1.0,Unknown,"2214,17$","5756,83$",5.0,Yes,11.0,3.0,3.0,Unknown,0.0,8.0,5.0,3.0,5.0,0.0,4.0,1993.0,Unknown,True
Yes,Unknown,290.03550973654063,1.0,3.0,Unknown,849.0,3.0,0.0,3.0,1.0,ResEARCh SCIENtIsT,3.0,Single,"2342,59$","6090,75$",0.0,Unknown,14.0,3.0,4.0,Part Time,0.0,10.0,1.0,2.0,6.0,1.0,5.0,1994.0,"28111,13$",False
No,Unknown,612.8571428571429,3.0,3.0,Unknown,850.0,4.0,1.0,3.0,2.0,SALEs eXecuTivE,1.0,Married,Unknown,"12870,00$",2.0,Unknown,14.0,3.0,4.0,Full Time,1.0,16.0,4.0,3.0,6.0,0.0,5.0,1969.0,"59400,00$",0
No,travel_rarely,270.5238095238095,4.0,4.0,Unknown,851.0,3.0,1.0,2.0,1.0,rESeArCH sCIeNtISt,2.0,Married,"2185,00$","5681,00$",6.0,Unknown,21.0,4.0,4.0,Part Time,0.0,10.0,3.0,3.0,3.0,1.0,1.0,1990.0,"26220,00$",1
No,travel_rarely,331.3968253968254,2.0,3.0,Unknown,852.0,3.0,1.0,2.0,1.0,LabOraTory teChnICiAN,4.0,Single,"2676,67$","6959,33$",7.0,Unknown,15.0,3.0,2.0,Full Time,0.0,10.0,3.0,2.0,2.0,2.0,2.0,1971.0,"32120,00$",True
No,travel_rarely,290.03550973654063,6.0,2.0,Medical,853.0,2.0,0.0,3.0,1.0,humAN resoURCEs,3.0,Married,"2342,59$","6090,75$",8.0,Unknown,17.0,3.0,4.0,Part Time,0.0,10.0,2.0,2.0,2.0,2.0,2.0,1964.0,"28111,13$",False
Yes,Unknown,290.03550973654063,1.0,3.0,Unknown,854.0,4.0,0.0,2.0,1.0,lABorATORy tEChnIcian,3.0,Single,"2342,59$","6090,75$",0.0,Unknown,14.0,3.0,4.0,Unknown,0.0,4.0,2.0,1.0,3.0,1.0,2.0,1991.0,Unknown,True
No,Unknown,290.03550973654063,-24.0,4.0,Medical,855.0,24.0,1.0,3.0,1.0,LaBoRaTOrY teChNICiaN,3.0,Divorced,"2342,59$","6090,75$",7.0,No,14.0,3.0,3.0,Part Time,3.0,7.0,1.0,3.0,3.0,1.0,2.0,1984.0,"28111,13$",0
No,non-travel,556.2566609977324,26.0,4.0,Marketing,856.0,3.0,0.0,3.0,2.0,sALEs execUTiVE,4.0,Unknown,"4492,84$","11681,39$",0.0,No,18.0,3.0,1.0,Part Time,0.0,4.0,2.0,3.0,3.0,2.0,2.0,1991.0,"53914,11$",True
No,Unknown,1032.4872861766066,3.0,4.0,Medical,857.0,2.0,0.0,3.0,3.0,REsearCH DirECtOR,3.0,Divorced,"8339,32$","21682,23$",9.0,No,12.0,3.0,1.0,Part Time,1.0,10.0,3.0,3.0,2.0,2.0,2.0,1992.0,"100071,84$",True
No,travel_rarely,300.3412698412698,5.0,4.0,Life Sciences,858.0,3.0,1.0,2.0,1.0,ResEaRch sciEnTIsT,4.0,Married,"2425,83$","6307,17$",1.0,Unknown,13.0,3.0,3.0,Full Time,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1990.0,"29110,00$",Yes
No,Unknown,556.2566609977324,-23.0,4.0,Life Sciences,859.0,1.0,0.0,4.0,2.0,mANuFActUrIng DireCTor,3.0,Unknown,"4492,84$","11681,39$",4.0,Unknown,17.0,3.0,4.0,Unknown,1.0,9.0,1.0,3.0,3.0,0.0,2.0,1978.0,Unknown,Yes
No,Unknown,556.2566609977324,17.0,2.0,Unknown,860.0,4.0,1.0,4.0,2.0,REseARCh scieNTIsT,1.0,Single,Unknown,"11681,39$",3.0,Yes,13.0,3.0,3.0,Part Time,0.0,10.0,1.0,3.0,3.0,0.0,2.0,1981.0,"53914,11$",True
No,Unknown,715.1031746031746,-19.0,2.0,Marketing,861.0,4.0,0.0,3.0,2.0,sAleS ExeCUtIVe,4.0,Divorced,Unknown,"15017,17$",2.0,No,14.0,3.0,4.0,Full Time,1.0,10.0,2.0,3.0,3.0,0.0,2.0,1994.0,"69310,00$",0
No,travel_rarely,556.2566609977324,1.0,3.0,Unknown,862.0,1.0,1.0,3.0,2.0,mAnUFacTuriNg dIRECTOR,3.0,Married,"4492,84$","11681,39$",0.0,No,12.0,3.0,4.0,Unknown,2.0,5.0,3.0,3.0,4.0,1.0,2.0,1998.0,"53914,11$",0
No,Unknown,224.5079365079365,2.0,1.0,Unknown,863.0,4.0,0.0,2.0,2.0,lABoratorY TEChniciAN,1.0,Unknown,"1813,33$","4714,67$",4.0,No,13.0,3.0,4.0,Part Time,0.0,9.0,5.0,3.0,6.0,0.0,4.0,1991.0,"21760,00$",0
No,travel_rarely,290.03550973654063,9.0,3.0,Unknown,864.0,4.0,0.0,3.0,1.0,rEsEarch ScIENTiSt,4.0,Married,Unknown,"6090,75$",1.0,No,23.0,4.0,4.0,Unknown,1.0,10.0,3.0,3.0,5.0,0.0,4.0,1995.0,"28111,13$",1
No,travel_rarely,333.25396825396825,3.0,2.0,Unknown,865.0,4.0,0.0,2.0,1.0,reseArcH sciENTIst,3.0,Single,Unknown,"6998,33$",1.0,No,17.0,3.0,1.0,Full Time,0.0,10.0,4.0,4.0,3.0,1.0,0.0,2002.0,"32300,00$",0
No,non-travel,1032.4872861766066,1.0,4.0,Medical,866.0,1.0,1.0,3.0,3.0,RESEarCh DireCTor,4.0,divorced,"8339,32$","21682,23$",2.0,Yes,18.0,3.0,1.0,Part Time,2.0,10.0,2.0,3.0,5.0,0.0,2.0,1986.0,"100071,84$",0
No,travel_rarely,556.2566609977324,23.0,4.0,Life Sciences,867.0,4.0,0.0,3.0,2.0,HEaltHcARe REprEsEnTaTIVE,4.0,Unknown,"4492,84$","11681,39$",9.0,Unknown,14.0,3.0,2.0,Part Time,1.0,10.0,2.0,3.0,2.0,1.0,2.0,1985.0,"53914,11$",False
Yes,travel_rarely,290.03550973654063,16.0,4.0,Medical,868.0,1.0,0.0,3.0,1.0,lABOratOry teCHNiCIan,2.0,Divorced,"2342,59$","6090,75$",2.0,Yes,13.0,3.0,4.0,Part Time,1.0,10.0,2.0,3.0,3.0,0.0,2.0,1997.0,"28111,13$",False
No,Unknown,1925.753968253968,10.0,4.0,Life Sciences,869.0,3.0,1.0,3.0,5.0,ReSEaRCh DIrECTOr,1.0,Single,"15554,17$","40440,83$",9.0,Yes,11.0,3.0,4.0,Full Time,0.0,10.0,4.0,3.0,3.0,1.0,2.0,1974.0,"186650,00$",True
No,travel_frequently,287.75396825396825,5.0,3.0,Unknown,870.0,4.0,1.0,3.0,1.0,SaLeS REPRESENtATIvE,2.0,Divorced,Unknown,"6042,83$",1.0,Unknown,11.0,3.0,3.0,Part Time,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1992.0,"27890,00$",True
No,travel_frequently,290.03550973654063,9.0,3.0,Medical,871.0,2.0,0.0,3.0,1.0,REseARch sCIENtIst,4.0,Married,"2342,59$","6090,75$",1.0,Unknown,12.0,3.0,3.0,Part Time,3.0,10.0,3.0,2.0,4.0,1.0,2.0,1986.0,"28111,13$",0
No,travel_rarely,290.03550973654063,-11.0,4.0,Unknown,872.0,11.0,0.0,3.0,1.0,ResEArch SciEntiST,4.0,Marreid,"2342,59$","6090,75$",0.0,Unknown,12.0,3.0,3.0,Part Time,1.0,10.0,4.0,3.0,5.0,0.0,3.0,1992.0,"28111,13$",1
No,travel_rarely,661.3492063492064,2.0,3.0,Human Resources,873.0,1.0,0.0,2.0,2.0,hUmAN rESOuRCEs,1.0,Unknown,"5341,67$","13888,33$",3.0,No,12.0,3.0,4.0,Full Time,0.0,10.0,1.0,3.0,2.0,1.0,0.0,1992.0,"64100,00$",False
No,Unknown,290.03550973654063,2.0,4.0,Unknown,874.0,3.0,0.0,3.0,1.0,ReSEaRCh SCIEnTist,4.0,Unknown,"2342,59$","6090,75$",0.0,Unknown,18.0,3.0,2.0,Part Time,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1992.0,"28111,13$",True
Yes,Unknown,509.78571428571433,-17.0,4.0,Medical,875.0,17.0,0.0,2.0,2.0,reSeARcH SCienTist,2.0,Unknown,"4117,50$","10705,50$",2.0,No,15.0,3.0,1.0,Part Time,0.0,11.0,3.0,2.0,8.0,7.0,7.0,1971.0,"49410,00$",False
Yes,Unknown,290.03550973654063,2.0,4.0,Medical,876.0,1.0,0.0,1.0,1.0,rESEARCH scieNTiST,4.0,Married,"2342,59$","6090,75$",5.0,Yes,13.0,3.0,4.0,Unknown,0.0,10.0,4.0,2.0,3.0,2.0,2.0,1995.0,Unknown,True
No,travel_rarely,1973.9841269841268,5.0,5.0,Unknown,877.0,4.0,0.0,3.0,5.0,rEsEArcH dirECtoR,3.0,Married,Unknown,"41453,67$",4.0,Unknown,11.0,3.0,2.0,Full Time,1.0,21.0,2.0,3.0,3.0,1.0,1.0,1976.0,"191324,62$",False
No,Unknown,410.9444444444444,9.0,5.0,Other,878.0,2.0,0.0,2.0,1.0,lAborATorY TecHNIciAN,4.0,Unknown,"3319,17$","8629,83$",0.0,No,17.0,3.0,3.0,Full Time,0.0,4.0,2.0,3.0,3.0,2.0,2.0,1994.0,"39830,00$",True
No,Unknown,654.8492063492064,5.0,2.0,Medical,879.0,4.0,0.0,3.0,2.0,ManUFaCTURing dIRectOR,4.0,Unknown,"5289,17$","13751,83$",7.0,No,16.0,3.0,3.0,Unknown,2.0,8.0,2.0,2.0,6.0,0.0,4.0,1986.0,Unknown,Yes
No,Unknown,299.61904761904765,26.0,1.0,Unknown,880.0,3.0,0.0,3.0,1.0,REsEaRch scIeNtIsT,4.0,Unknown,"2420,00$","6292,00$",1.0,Unknown,12.0,3.0,3.0,Full Time,2.0,10.0,2.0,2.0,4.0,0.0,2.0,2000.0,"29040,00$",0
No,travel_rarely,278.1587301587302,2.0,1.0,Unknown,881.0,3.0,0.0,3.0,1.0,hUmAn REsOurCES,3.0,Divorced,"2246,67$","5841,33$",0.0,Yes,11.0,3.0,3.0,Unknown,1.0,4.0,5.0,3.0,3.0,1.0,0.0,1981.0,Unknown,False
No,Unknown,556.2566609977324,25.0,2.0,Unknown,882.0,4.0,1.0,3.0,2.0,sALeS EXecuTIVe,3.0,Unknown,"4492,84$","11681,39$",7.0,Unknown,12.0,3.0,2.0,Unknown,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1993.0,Unknown,0
Yes,Unknown,224.3015873015873,-31.0,1.0,Unknown,883.0,1.0,1.0,2.0,1.0,sALEs rEPrESENtaTIVE,2.0,Single,Unknown,"4710,33$",1.0,Unknown,11.0,3.0,3.0,Part Time,0.0,3.0,3.0,3.0,3.0,1.0,2.0,2002.0,"21740,00$",Yes
No,travel_rarely,696.9444444444445,1.0,4.0,Medical,884.0,4.0,0.0,3.0,2.0,heaLtHcare REpRESEntAtIvE,3.0,Unknown,"5629,17$","14635,83$",2.0,No,11.0,3.0,3.0,Unknown,0.0,10.0,2.0,3.0,3.0,1.0,2.0,1966.0,Unknown,1
No,Unknown,290.03550973654063,9.0,2.0,Unknown,885.0,1.0,0.0,3.0,1.0,sALes rePrESenTaTiVe,4.0,Single,"2342,59$","6090,75$",1.0,Unknown,24.0,4.0,3.0,Unknown,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2002.0,"28111,13$",1
No,travel_rarely,274.13492063492066,9.0,4.0,Life Sciences,886.0,3.0,0.0,2.0,1.0,resEaRCH SCieNtiSt,2.0,Unknown,"2214,17$","5756,83$",0.0,Unknown,16.0,3.0,4.0,Part Time,0.0,3.0,5.0,3.0,2.0,2.0,2.0,1992.0,"26570,00$",True
No,Unknown,290.03550973654063,-17.0,3.0,Unknown,887.0,17.0,0.0,3.0,1.0,ReseArCh SciENTIsT,4.0,Unknown,"2342,59$","6090,75$",9.0,No,16.0,3.0,4.0,Part Time,0.0,6.0,4.0,3.0,3.0,1.0,2.0,1994.0,"28111,13$",0
No,travel_rarely,290.03550973654063,1.0,2.0,Unknown,888.0,4.0,0.0,3.0,1.0,LaBoRatORY TECHNiCian,2.0,Unknown,"2342,59$","6090,75$",1.0,No,11.0,3.0,2.0,Part Time,1.0,5.0,2.0,3.0,5.0,0.0,4.0,1996.0,"28111,13$",1
No,travel_rarely,1131.309523809524,7.0,3.0,Other,889.0,2.0,0.0,2.0,3.0,hEalTHcare ReprEseNtAtIve,3.0,Single,"9137,50$","23757,50$",8.0,No,24.0,4.0,3.0,Full Time,0.0,10.0,2.0,3.0,5.0,0.0,0.0,1974.0,"109650,00$",Yes
No,travel_rarely,262.3730158730159,2.0,3.0,Unknown,890.0,4.0,1.0,3.0,1.0,rESeaRCh ScIentISt,3.0,Married,Unknown,"5509,83$",4.0,No,13.0,3.0,2.0,Part Time,1.0,10.0,3.0,3.0,2.0,2.0,2.0,1987.0,"25430,00$",Yes
Yes,non-travel,547.2380952380953,19.0,3.0,Marketing,891.0,1.0,0.0,4.0,2.0,sAleS EXeCUtiVe,4.0,Unknown,"4420,00$","11492,00$",8.0,Yes,13.0,3.0,2.0,Part Time,0.0,10.0,3.0,2.0,5.0,0.0,4.0,1989.0,"53040,00$",1
No,Unknown,556.2566609977324,10.0,4.0,Marketing,892.0,4.0,1.0,3.0,2.0,SALES exeCuTIve,3.0,Divorced,"4492,84$","11681,39$",1.0,Yes,12.0,3.0,4.0,Part Time,1.0,10.0,2.0,4.0,5.0,0.0,3.0,1999.0,"53914,11$",True
No,Unknown,290.03550973654063,1.0,4.0,Unknown,893.0,2.0,1.0,3.0,1.0,lABOrAToRY TECHnIciAN,1.0,Unknown,Unknown,"6090,75$",3.0,No,16.0,3.0,2.0,Part Time,1.0,8.0,5.0,3.0,5.0,1.0,2.0,1981.0,"28111,13$",Yes
No,Unknown,2002.2063492063487,5.0,2.0,Medical,894.0,1.0,0.0,3.0,5.0,REsEarCh DirECtOr,1.0,Married,"16171,67$","42046,33$",4.0,Unknown,11.0,3.0,3.0,Full Time,1.0,24.0,4.0,2.0,4.0,1.0,2.0,1969.0,"194060,00$",0
No,Unknown,674.5555555555557,4.0,4.0,Unknown,895.0,3.0,1.0,3.0,2.0,SaLes exEcUtiVE,3.0,Married,"5448,33$","14165,67$",9.0,No,15.0,3.0,1.0,Full Time,1.0,10.0,3.0,3.0,3.0,1.0,2.0,1989.0,"65380,00$",1
No,Unknown,232.968253968254,21.0,3.0,Unknown,896.0,4.0,0.0,3.0,1.0,LABORATOry TecHNIciAN,4.0,Unknown,"1881,67$","4892,33$",7.0,Unknown,20.0,4.0,1.0,Unknown,1.0,10.0,1.0,3.0,3.0,1.0,2.0,1980.0,Unknown,True
No,travel_rarely,556.2566609977324,8.0,4.0,Other,897.0,3.0,1.0,3.0,2.0,hEAlTHCaRe ReprESEnTaTive,3.0,Unknown,"4492,84$","11681,39$",4.0,Yes,14.0,3.0,4.0,Part Time,0.0,10.0,3.0,3.0,5.0,0.0,2.0,1980.0,"53914,11$",1
No,travel_rarely,228.84126984126985,1.0,2.0,Unknown,898.0,4.0,0.0,2.0,1.0,LABOrAtORY teChNicIaN,1.0,Married,Unknown,"4805,67$",1.0,No,12.0,3.0,3.0,Part Time,1.0,4.0,3.0,3.0,4.0,3.0,2.0,1992.0,"22180,00$",0
Yes,travel_rarely,290.03550973654063,3.0,3.0,Medical,899.0,1.0,0.0,3.0,1.0,LaBoRATorY tEChniCIAN,1.0,Married,"2342,59$","6090,75$",5.0,No,13.0,3.0,3.0,Part Time,1.0,6.0,5.0,3.0,2.0,0.0,2.0,1998.0,"28111,13$",Yes
No,Unknown,273.8253968253968,10.0,2.0,Life Sciences,900.0,1.0,0.0,3.0,1.0,reseARch scIEnTIst,4.0,Married,"2211,67$","5750,33$",3.0,No,21.0,3.0,4.0,Part Time,2.0,8.0,3.0,2.0,2.0,0.0,2.0,1978.0,"26540,00$",1
No,travel_rarely,1582.7713464696226,4.0,2.0,Life Sciences,901.0,4.0,1.0,3.0,4.0,MAnAGeR,4.0,Married,"12783,92$","33238,20$",2.0,No,13.0,3.0,4.0,Full Time,0.0,31.0,2.0,1.0,5.0,1.0,4.0,1971.0,"153407,07$",False
Yes,travel_frequently,290.03550973654063,6.0,2.0,Unknown,902.0,4.0,1.0,1.0,1.0,saLES REPrEsentATivE,3.0,Unknown,Unknown,"6090,75$",0.0,No,16.0,3.0,4.0,Part Time,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1989.0,"28111,13$",True
No,travel_rarely,290.03550973654063,23.0,3.0,Life Sciences,903.0,1.0,1.0,3.0,1.0,REseARcH sCiENTist,4.0,Divorced,"2342,59$","6090,75$",1.0,No,22.0,4.0,2.0,Part Time,2.0,10.0,3.0,1.0,3.0,0.0,2.0,1997.0,"28111,13$",1
No,Unknown,1231.388888888889,3.0,4.0,Unknown,904.0,2.0,0.0,2.0,3.0,rEseArch DiRECTOr,3.0,Unknown,"9945,83$","25859,17$",1.0,No,18.0,3.0,3.0,Full Time,0.0,10.0,2.0,3.0,10.0,0.0,7.0,1994.0,"119350,00$",Yes
Yes,Unknown,262.6825396825397,25.0,5.0,Technical Degree,905.0,3.0,1.0,2.0,1.0,rEseARcH sCIENTIST,2.0,Married,Unknown,"5516,33$",5.0,No,16.0,3.0,2.0,Part Time,0.0,6.0,2.0,4.0,2.0,1.0,1.0,1994.0,"25460,00$",0
No,Unknown,1842.801587301588,2.0,3.0,Life Sciences,906.0,1.0,0.0,3.0,4.0,RESEaRCh dIreCtOr,3.0,Married,Unknown,"38698,83$",6.0,No,13.0,3.0,3.0,Full Time,0.0,10.0,2.0,1.0,3.0,0.0,1.0,1977.0,"178610,00$",0
No,Unknown,1032.4872861766066,10.0,3.0,Marketing,907.0,3.0,1.0,2.0,3.0,Sales EXeCutIvE,4.0,Unknown,"8339,32$","21682,23$",2.0,Unknown,19.0,3.0,3.0,Unknown,1.0,15.0,3.0,3.0,3.0,1.0,2.0,1977.0,Unknown,0
No,travel_rarely,290.03550973654063,7.0,1.0,Marketing,908.0,4.0,0.0,3.0,1.0,sALes rEprESentAtIvE,2.0,Single,Unknown,"6090,75$",0.0,Unknown,14.0,3.0,1.0,Part Time,0.0,10.0,3.0,3.0,3.0,1.0,2.0,1993.0,"28111,13$",True
Yes,travel_frequently,1032.4872861766066,23.0,3.0,Unknown,909.0,2.0,1.0,3.0,3.0,humaN reSOUrcEs,1.0,Divorced,Unknown,"21682,23$",9.0,Yes,15.0,3.0,3.0,Part Time,3.0,10.0,2.0,3.0,3.0,0.0,2.0,1989.0,"100071,84$",False
No,Unknown,290.03550973654063,5.0,2.0,Other,910.0,2.0,0.0,3.0,1.0,lAbOratOrY teCHnICiaN,3.0,Married,"2342,59$","6090,75$",4.0,No,17.0,3.0,4.0,Part Time,1.0,10.0,4.0,3.0,2.0,2.0,0.0,1981.0,"28111,13$",Yes
Yes,Unknown,401.7619047619048,-25.0,1.0,Technical Degree,911.0,3.0,0.0,2.0,1.0,lAboRatOrY TechNiCiAn,3.0,Single,"3245,00$","8437,00$",5.0,No,16.0,3.0,3.0,Full Time,0.0,4.0,3.0,3.0,2.0,1.0,2.0,2001.0,"38940,00$",1
No,travel_rarely,439.73015873015873,19.0,3.0,Technical Degree,912.0,4.0,0.0,3.0,2.0,MAnUfACturINg DIrecTOR,4.0,Divorced,Unknown,"9234,33$",4.0,No,12.0,3.0,2.0,Part Time,2.0,8.0,2.0,4.0,3.0,1.0,2.0,1994.0,"42620,00$",Yes
