Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
No,Unknown,229.67,2,4,Technical degree,780,2,F,3,1,Research scientist,2,Unknown,1,No,11,3.0,3,Part time,1,3,3.0,5,1,2,1996,22260.0,no
No,Travel_rarely,573.75,18,4,Unknown,781,2,F,3,2,Sales executive,1,Unknown,0,Nan,16,3.0,4,Full time,1,2,3.0,5,0,4,1988,55610.0,yes
No,Non-travel,221.21,16,3,Medical,782,3,F,3,1,Research scientist,3,Single,1,No,14,3.0,3,Unknown,0,3,3.0,5,1,4,1995,53914.11,yes
No,Unknown,554.36,1,3,Life sciences,783,1,F,3,2,Healthcare representative,1,Married,0,No,12,3.0,1,Part time,1,5,3.0,5,0,2,1994,53730.0,no
No,Unknown,298.9,9,2,Unknown,784,1,M,3,2,Research scientist,3,Married,3,No,11,3.0,3,Part time,2,6,3.0,4,2,3,1969,28970.0,no
No,Travel_rarely,556.26,41,2,Life sciences,785,41,F,2,2,Healthcare representative,3,Single,1,No,12,3.0,2,Unknown,0,2,3.0,4,1,2,1999,53914.11,yes
No,Travel_frequently,548.99,6,4,Unknown,786,1,F,2,2,Manufacturing director,3,Married,2,No,11,3.0,4,Unknown,1,1,3.0,8,7,7,1985,53914.11,no
No,Unknown,558.17,18,4,Unknown,787,4,F,3,2,Research scientist,1,Unknown,6,Nan,17,3.0,3,Full time,1,3,3.0,4,1,2,1981,54100.0,yes
No,Unknown,287.03,1,3,Life sciences,788,4,F,3,1,Research scientist,4,Unknown,3,No,22,3.0,1,Part time,1,3,3.0,5,1,0,1982,27820.0,yes
No,Travel_rarely,556.26,8,2,Unknown,789,1,M,3,2,Sales executive,3,Unknown,0,Yes,22,3.0,2,Part time,1,3,3.0,5,0,4,1998,53914.11,yes
No,Unknown,290.04,1,3,Medical,790,2,F,3,1,Research scientist,4,Single,6,Yes,12,3.0,3,Part time,0,2,3.0,4,1,2,1979,28111.13,yes
Yes,Unknown,556.26,1,4,Unknown,791,2,F,3,2,Sales executive,3,Unknown,7,No,12,3.0,4,Part time,2,3,3.0,6,0,1,1973,53914.11,yes
No,Unknown,556.26,11,4,Marketing,792,2,M,2,2,Sales executive,4,Married,4,No,13,3.0,1,Part time,1,2,3.0,6,0,0,1987,53914.11,no
No,Unknown,500.4,20,3,Unknown,793,4,M,3,2,Sales executive,3,Unknown,8,No,15,3.0,3,Part time,0,3,3.0,5,0,1,1978,48500.0,yes
No,Unknown,206.45,2,4,Unknown,794,3,M,3,1,Research scientist,3,Married,2,Nan,14,3.0,2,Unknown,3,2,3.0,5,0,2,1983,53914.11,yes
No,Travel_rarely,290.04,1,4,Unknown,795,3,M,1,1,Research scientist,4,Married,1,No,12,3.0,4,Part time,1,5,3.0,4,1,1,1988,28111.13,yes
No,Travel_rarely,556.26,13,2,Other,796,4,F,2,2,Laboratory technician,2,Unknown,4,Nan,13,3.0,1,Part time,1,2,3.0,4,0,3,1994,53914.11,no
No,Unknown,454.38,8,3,Unknown,797,2,F,4,2,Laboratory technician,3,Unknown,2,No,12,3.0,1,Unknown,0,3,3.0,4,1,2,1989,53914.11,yes
No,Travel_rarely,290.04,2,1,Unknown,798,1,F,3,1,Laboratory technician,2,Married,9,No,12,3.0,4,Part time,1,3,3.0,2,2,2,1996,28111.13,no
No,Unknown,290.04,26,1,Unknown,799,1,F,3,1,Research scientist,3,Divorced,1,Nan,17,3.0,4,Part time,1,1,3.0,5,4,3,1992,28111.13,yes
No,Travel_rarely,290.04,38,2,Unknown,800,2,F,3,1,Laboratory technician,4,Divorced,0,Nan,11,3.0,3,Unknown,1,2,3.0,2,1,2,1989,53914.11,yes
Yes,Travel_rarely,290.04,24,3,Life sciences,801,3,F,2,1,Laboratory technician,3,Single,5,Yes,14,3.0,2,Part time,0,4,3.0,4,0,3,1995,28111.13,yes
No,Travel_rarely,290.04,5,2,Unknown,802,1,F,4,1,Research scientist,2,Divorced,0,Yes,12,3.0,4,Part time,2,5,3.0,6,0,5,1991,28111.13,yes
No,Unknown,406.92,2,3,Life sciences,803,4,F,3,1,Research scientist,4,Single,5,Yes,11,3.0,3,Full time,0,3,3.0,3,1,2,1985,39440.0,yes
No,Unknown,556.26,11,2,Unknown,804,1,M,4,2,Manufacturing director,3,Unknown,0,No,18,3.0,4,Part time,1,5,3.0,4,1,3,1999,53914.11,yes
Yes,Unknown,305.4,6,1,Unknown,805,2,F,3,1,Research scientist,1,Single,2,No,11,3.0,3,Full time,0,2,3.0,4,1,3,1989,29600.0,yes
Yes,Travel_frequently,290.04,16,1,Unknown,806,2,M,1,1,Research scientist,1,Unknown,1,Nan,22,3.0,2,Part time,0,5,3.0,10,6,7,1991,28111.13,no
No,Travel_rarely,1954.85,2,4,Marketing,807,2,M,3,5,Manager,1,Single,3,Nan,12,3.0,4,Full time,0,2,3.0,2,2,1,1977,189470.0,no
No,Unknown,667.02,10,4,Other,808,4,F,3,2,Healthcare representative,4,Married,2,Nan,13,3.0,4,Full time,0,5,3.0,4,1,3,1979,64650.0,no
Yes,Travel_rarely,276.82,3,2,Unknown,809,1,F,2,1,Sales representative,3,Married,1,Nan,14,3.0,3,Part time,0,2,3.0,3,0,2,1973,26830.0,yes
No,Unknown,207.79,2,3,Marketing,810,4,M,3,1,Sales representative,4,Married,1,No,13,3.0,1,Part time,0,3,3.0,2,2,2,1988,20140.0,yes
Yes,Unknown,355.02,5,4,Unknown,811,3,F,3,1,Laboratory technician,3,Single,1,Yes,13,3.0,3,Unknown,0,3,3.0,2,2,2,1995,34410.0,yes
No,Unknown,556.26,22,3,Unknown,812,22,M,2,2,Sales executive,4,Marreid,7,Yes,19,3.0,3,Part time,1,2,3.0,2,0,0,1997,53914.11,no
No,Travel_rarely,290.04,31,4,Unknown,813,3,M,3,1,Laboratory technician,1,Unknown,3,Yes,15,3.0,3,Part time,1,3,3.0,2,2,2,1988,28111.13,no
No,Unknown,290.04,31,3,Medical,814,2,F,3,1,Research scientist,1,Married,4,No,13,3.0,4,Unknown,1,2,3.0,3,1,2,1988,53914.11,yes
No,Travel_rarely,1409.78,20,4,Medical,815,1,F,3,3,Research director,3,Unknown,4,Nan,13,3.0,1,Full time,0,3,3.0,5,0,2,1986,136640.0,yes
No,Travel_rarely,518.04,38,2,Medical,816,38,F,3,2,Human resources,2,Divorced,8,Yes,22,3.0,4,Part time,1,2,3.0,4,0,2,1977,50210.0,yes
No,Travel_rarely,556.26,1,2,Medical,817,1,F,3,2,Manufacturing director,2,Married,1,No,15,3.0,3,Part time,0,2,3.0,5,1,3,1989,53914.11,yes
No,Travel_rarely,290.04,9,4,Unknown,818,4,F,3,1,Laboratory technician,4,Unknown,3,Nan,23,3.0,2,Part time,2,4,3.0,4,0,3,1972,28111.13,yes
No,Travel_rarely,556.26,3,2,Other,819,1,M,3,2,Sales executive,3,Married,0,No,21,3.0,1,Part time,1,2,3.0,3,0,2,1999,53914.11,yes
No,Unknown,556.26,23,3,Unknown,820,2,F,3,2,Laboratory technician,2,Married,4,Nan,12,3.0,3,Part time,1,3,3.0,3,1,2,1979,53914.11,yes
Yes,Travel_rarely,290.04,6,4,Human resources,821,3,F,3,1,Human resources,1,Divorced,4,Nan,22,3.0,4,Unknown,0,3,3.0,3,0,2,1986,28111.13,yes
No,Non-travel,1944.22,2,4,Human resources,822,3,M,2,5,Manager,4,Unknown,9,No,21,3.0,4,Full time,1,3,3.0,3,2,2,1964,188440.0,no
No,Unknown,290.04,7,1,Unknown,823,4,F,2,1,Research scientist,4,Married,1,No,11,3.0,3,Part time,2,2,3.0,2,2,1,1998,28111.13,yes
No,Unknown,488.94,26,3,Medical,824,2,M,4,1,Research scientist,3,Single,4,Nan,12,3.0,4,Unknown,0,2,3.0,3,1,2,1980,53914.11,yes
No,Travel_frequently,1032.49,12,3,Unknown,825,3,M,3,3,Sales executive,4,Single,4,No,11,3.0,4,Part time,0,3,3.0,2,2,1,1973,100071.84,no
Yes,Travel_rarely,556.26,20,3,Unknown,826,2,M,1,2,Sales executive,3,Unknown,3,Yes,11,3.0,3,Part time,1,2,3.0,2,2,2,1992,53914.11,yes
No,Unknown,556.26,6,2,Medical,827,2,F,3,2,Manufacturing director,2,Divorced,6,No,20,3.0,4,Part time,2,0,3.0,3,0,1,1987,53914.11,no
Yes,Travel_frequently,1098.81,16,4,Unknown,828,1,F,1,3,Manufacturing director,4,Unknown,2,Nan,15,3.0,4,Full time,0,2,3.0,4,0,3,1972,106500.0,no
No,Unknown,556.26,28,3,Life sciences,829,1,F,2,2,Sales executive,3,Unknown,2,Nan,18,3.0,4,Part time,0,3,3.0,2,2,2,1998,53914.11,no
No,Travel_rarely,445.4,3,5,Technical degree,830,4,M,3,2,Research scientist,3,Unknown,3,Yes,20,3.0,2,Unknown,0,2,3.0,3,2,2,1985,43170.0,no
No,Travel_rarely,290.04,5,3,Technical degree,831,4,M,3,1,Research scientist,1,Divorced,5,No,14,3.0,4,Part time,1,3,3.0,3,2,2,1993,28111.13,yes
No,Unknown,290.04,36,1,Medical,832,36,F,3,1,Research scientist,4,Marreid,1,No,24,3.0,1,Unknown,2,6,3.0,2,2,2,2001,53914.11,yes
No,Non-travel,208.83,9,3,Medical,833,4,F,3,1,Research scientist,2,Unknown,6,Nan,18,3.0,4,Part time,1,1,3.0,2,2,2,1996,20240.0,yes
No,Unknown,290.04,21,3,Medical,834,3,F,3,1,Research scientist,4,Married,1,No,11,3.0,3,Part time,1,2,3.0,5,0,2,1995,28111.13,yes
No,Unknown,315.51,17,3,Unknown,835,3,F,3,1,Research scientist,2,Unknown,0,Nan,16,3.0,4,Full time,1,3,3.0,5,1,1,1996,30580.0,yes
No,Travel_rarely,290.04,8,3,Life sciences,836,3,M,3,1,Research scientist,1,Divorced,4,Nan,18,3.0,3,Part time,1,3,3.0,2,2,2,1967,28111.13,yes
No,Travel_rarely,290.04,9,2,Unknown,837,3,M,3,1,Laboratory technician,4,Single,1,Nan,12,3.0,3,Part time,0,3,3.0,2,2,1,1985,28111.13,yes
No,Travel_rarely,405.37,12,1,Medical,838,3,M,3,1,Research scientist,4,Unknown,8,Nan,23,3.0,3,Full time,1,0,3.0,4,0,2,1992,39290.0,yes
No,Travel_rarely,290.04,27,2,Medical,839,4,M,3,1,Research scientist,2,Unknown,2,No,15,3.0,4,Unknown,0,3,3.0,3,1,2,1989,53914.11,yes
No,Unknown,290.04,1,3,Unknown,840,3,F,2,1,Laboratory technician,3,Unknown,2,Nan,15,3.0,4,Part time,1,2,3.0,3,0,2,1973,28111.13,no
No,Unknown,556.26,13,2,Unknown,841,4,M,4,2,Manufacturing director,1,Divorced,1,No,11,3.0,3,Unknown,2,3,3.0,4,1,3,1970,53914.11,no
No,Travel_frequently,456.55,24,3,Medical,842,2,M,3,2,Laboratory technician,2,Single,5,Nan,11,3.0,4,Part time,0,5,3.0,6,1,2,1988,44250.0,yes
No,Travel_frequently,556.26,1,1,Unknown,843,3,F,2,2,Manufacturing director,1,Married,5,Nan,19,3.0,3,Part time,1,1,3.0,2,2,0,1996,53914.11,no
No,Unknown,556.26,38,2,Unknown,844,3,F,3,2,Laboratory technician,4,Married,8,Nan,15,3.0,3,Part time,1,2,3.0,7,3,7,1983,53914.11,yes
No,Unknown,240.19,22,3,Life sciences,845,22,F,4,1,Research scientist,2,Unknown,1,Nan,16,3.0,1,Part time,1,2,3.0,4,2,2,2001,23280.0,no
No,Unknown,556.26,10,5,Life sciences,846,4,F,2,2,Healthcare representative,4,Unknown,9,No,14,3.0,4,Part time,1,5,3.0,3,0,2,1983,53914.11,yes
No,Unknown,1032.49,1,4,Unknown,847,4,F,3,3,Healthcare representative,1,Unknown,7,No,16,3.0,3,Unknown,1,3,3.0,4,0,3,1977,53914.11,yes
Yes,Unknown,274.13,3,3,Technical degree,848,4,M,3,1,Research scientist,1,Unknown,5,Yes,11,3.0,3,Unknown,0,5,3.0,5,0,4,1993,53914.11,yes
Yes,Unknown,290.04,1,3,Unknown,849,3,F,3,1,Research scientist,3,Single,0,Nan,14,3.0,4,Part time,0,1,3.0,6,1,5,1994,28111.13,no
No,Unknown,612.86,3,3,Unknown,850,4,M,3,2,Sales executive,1,Married,2,Nan,14,3.0,4,Full time,1,4,3.0,6,0,5,1969,59400.0,no
No,Travel_rarely,270.52,4,4,Unknown,851,3,M,2,1,Research scientist,2,Married,6,Nan,21,3.0,4,Part time,0,3,3.0,3,1,1,1990,26220.0,yes
No,Travel_rarely,331.4,2,3,Unknown,852,3,M,2,1,Laboratory technician,4,Single,7,Nan,15,3.0,2,Full time,0,3,3.0,2,2,2,1971,32120.0,yes
No,Travel_rarely,290.04,6,2,Medical,853,2,F,3,1,Human resources,3,Married,8,Nan,17,3.0,4,Part time,0,2,3.0,2,2,2,1964,28111.13,no
Yes,Unknown,290.04,1,3,Unknown,854,4,F,2,1,Laboratory technician,3,Single,0,Nan,14,3.0,4,Unknown,0,2,3.0,3,1,2,1991,53914.11,yes
No,Unknown,290.04,24,4,Medical,855,24,M,3,1,Laboratory technician,3,Divorced,7,No,14,3.0,3,Part time,3,1,3.0,3,1,2,1984,28111.13,no
No,Non-travel,556.26,26,4,Marketing,856,3,F,3,2,Sales executive,4,Unknown,0,No,18,3.0,1,Part time,0,2,3.0,3,2,2,1991,53914.11,yes
No,Unknown,1032.49,3,4,Medical,857,2,F,3,3,Research director,3,Divorced,9,No,12,3.0,1,Part time,1,3,3.0,2,2,2,1992,100071.84,yes
No,Travel_rarely,300.34,5,4,Life sciences,858,3,M,2,1,Research scientist,4,Married,1,Nan,13,3.0,3,Full time,1,2,3.0,2,0,2,1990,29110.0,yes
No,Unknown,556.26,23,4,Life sciences,859,1,F,4,2,Manufacturing director,3,Unknown,4,Nan,17,3.0,4,Unknown,1,1,3.0,3,0,2,1978,53914.11,yes
No,Unknown,556.26,17,2,Unknown,860,4,M,4,2,Research scientist,1,Single,3,Yes,13,3.0,3,Part time,0,1,3.0,3,0,2,1981,53914.11,yes
No,Unknown,715.1,19,2,Marketing,861,4,F,3,2,Sales executive,4,Divorced,2,No,14,3.0,4,Full time,1,2,3.0,3,0,2,1994,69310.0,no
No,Travel_rarely,556.26,1,3,Unknown,862,1,M,3,2,Manufacturing director,3,Married,0,No,12,3.0,4,Unknown,2,3,3.0,4,1,2,1998,53914.11,no
No,Unknown,224.51,2,1,Unknown,863,4,F,2,2,Laboratory technician,1,Unknown,4,No,13,3.0,4,Part time,0,5,3.0,6,0,4,1991,21760.0,no
No,Travel_rarely,290.04,9,3,Unknown,864,4,F,3,1,Research scientist,4,Married,1,No,23,3.0,4,Unknown,1,3,3.0,5,0,4,1995,28111.13,yes
No,Travel_rarely,333.25,3,2,Unknown,865,4,F,2,1,Research scientist,3,Single,1,No,17,3.0,1,Full time,0,4,3.0,3,1,0,2002,32300.0,no
No,Non-travel,1032.49,1,4,Medical,866,1,M,3,3,Research director,4,Divorced,2,Yes,18,3.0,1,Part time,2,2,3.0,5,0,2,1986,100071.84,no
No,Travel_rarely,556.26,23,4,Life sciences,867,4,F,3,2,Healthcare representative,4,Unknown,9,Nan,14,3.0,2,Part time,1,2,3.0,2,1,2,1985,53914.11,no
Yes,Travel_rarely,290.04,16,4,Medical,868,1,F,3,1,Laboratory technician,2,Divorced,2,Yes,13,3.0,4,Part time,1,2,3.0,3,0,2,1997,28111.13,no
No,Unknown,1925.75,10,4,Life sciences,869,3,M,3,5,Research director,1,Single,9,Yes,11,3.0,4,Full time,0,4,3.0,3,1,2,1974,186650.0,yes
No,Travel_frequently,287.75,5,3,Unknown,870,4,M,3,1,Sales representative,2,Divorced,1,Nan,11,3.0,3,Part time,1,5,3.0,2,2,2,1992,27890.0,yes
No,Travel_frequently,290.04,9,3,Medical,871,2,F,3,1,Research scientist,4,Married,1,Nan,12,3.0,3,Part time,3,3,3.0,4,1,2,1986,28111.13,no
No,Travel_rarely,290.04,11,4,Unknown,872,11,F,3,1,Research scientist,4,Marreid,0,Nan,12,3.0,3,Part time,1,4,3.0,5,0,3,1992,28111.13,yes
No,Travel_rarely,661.35,2,3,Human resources,873,1,F,2,2,Human resources,1,Unknown,3,No,12,3.0,4,Full time,0,1,3.0,2,1,0,1992,64100.0,no
No,Unknown,290.04,2,4,Unknown,874,3,F,3,1,Research scientist,4,Unknown,0,Nan,18,3.0,2,Part time,1,2,3.0,2,2,2,1992,28111.13,yes
Yes,Unknown,509.79,17,4,Medical,875,17,F,2,2,Research scientist,2,Unknown,2,No,15,3.0,1,Part time,0,3,3.0,8,7,7,1971,49410.0,no
Yes,Unknown,290.04,2,4,Medical,876,1,F,1,1,Research scientist,4,Married,5,Yes,13,3.0,4,Unknown,0,4,3.0,3,2,2,1995,53914.11,yes
No,Travel_rarely,1973.98,5,5,Unknown,877,4,F,3,5,Research director,3,Married,4,Nan,11,3.0,2,Full time,1,2,3.0,3,1,1,1976,191324.62,no
No,Unknown,410.94,9,5,Other,878,2,F,2,1,Laboratory technician,4,Unknown,0,No,17,3.0,3,Full time,0,2,3.0,3,2,2,1994,39830.0,yes
No,Unknown,654.85,5,2,Medical,879,4,F,3,2,Manufacturing director,4,Unknown,7,No,16,3.0,3,Unknown,2,2,3.0,6,0,4,1986,53914.11,yes
No,Unknown,299.62,26,1,Unknown,880,3,F,3,1,Research scientist,4,Unknown,1,Nan,12,3.0,3,Full time,2,2,3.0,4,0,2,2000,29040.0,no
No,Travel_rarely,278.16,2,1,Unknown,881,3,F,3,1,Human resources,3,Divorced,0,Yes,11,3.0,3,Unknown,1,5,3.0,3,1,0,1981,53914.11,no
No,Unknown,556.26,25,2,Unknown,882,4,M,3,2,Sales executive,3,Unknown,7,Nan,12,3.0,2,Unknown,1,2,3.0,2,2,2,1993,53914.11,no
Yes,Unknown,224.3,31,1,Unknown,883,1,M,2,1,Sales representative,2,Single,1,Nan,11,3.0,3,Part time,0,3,3.0,3,1,2,2002,21740.0,yes
No,Travel_rarely,696.94,1,4,Medical,884,4,F,3,2,Healthcare representative,3,Unknown,2,No,11,3.0,3,Unknown,0,2,3.0,3,1,2,1966,53914.11,yes
No,Unknown,290.04,9,2,Unknown,885,1,F,3,1,Sales representative,4,Single,1,Nan,24,3.0,3,Unknown,0,3,3.0,3,2,2,2002,28111.13,yes
No,Travel_rarely,274.13,9,4,Life sciences,886,3,F,2,1,Research scientist,2,Unknown,0,Nan,16,3.0,4,Part time,0,5,3.0,2,2,2,1992,26570.0,yes
No,Unknown,290.04,17,3,Unknown,887,17,F,3,1,Research scientist,4,Unknown,9,No,16,3.0,4,Part time,0,4,3.0,3,1,2,1994,28111.13,no
No,Travel_rarely,290.04,1,2,Unknown,888,4,F,3,1,Laboratory technician,2,Unknown,1,No,11,3.0,2,Part time,1,2,3.0,5,0,4,1996,28111.13,yes
No,Travel_rarely,1131.31,7,3,Other,889,2,F,2,3,Healthcare representative,3,Single,8,No,24,3.0,3,Full time,0,2,3.0,5,0,0,1974,109650.0,yes
No,Travel_rarely,262.37,2,3,Unknown,890,4,M,3,1,Research scientist,3,Married,4,No,13,3.0,2,Part time,1,3,3.0,2,2,2,1987,25430.0,yes
Yes,Non-travel,547.24,19,3,Marketing,891,1,F,4,2,Sales executive,4,Unknown,8,Yes,13,3.0,2,Part time,0,3,3.0,5,0,4,1989,53040.0,yes
No,Unknown,556.26,10,4,Marketing,892,4,M,3,2,Sales executive,3,Divorced,1,Yes,12,3.0,4,Part time,1,2,3.0,5,0,3,1999,53914.11,yes
No,Unknown,290.04,1,4,Unknown,893,2,M,3,1,Laboratory technician,1,Unknown,3,No,16,3.0,2,Part time,1,5,3.0,5,1,2,1981,28111.13,yes
No,Unknown,2002.21,5,2,Medical,894,1,F,3,5,Research director,1,Married,4,Nan,11,3.0,3,Full time,1,4,3.0,4,1,2,1969,194060.0,no
No,Unknown,674.56,4,4,Unknown,895,3,M,3,2,Sales executive,3,Married,9,No,15,3.0,1,Full time,1,3,3.0,3,1,2,1989,65380.0,yes
No,Unknown,232.97,21,3,Unknown,896,4,F,3,1,Laboratory technician,4,Unknown,7,Nan,20,3.0,1,Unknown,1,1,3.0,3,1,2,1980,53914.11,yes
No,Travel_rarely,556.26,8,4,Other,897,3,M,3,2,Healthcare representative,3,Unknown,4,Yes,14,3.0,4,Part time,0,3,3.0,5,0,2,1980,53914.11,yes
No,Travel_rarely,228.84,1,2,Unknown,898,4,F,2,1,Laboratory technician,1,Married,1,No,12,3.0,3,Part time,1,3,3.0,4,3,2,1992,22180.0,no
Yes,Travel_rarely,290.04,3,3,Medical,899,1,F,3,1,Laboratory technician,1,Married,5,No,13,3.0,3,Part time,1,5,3.0,2,0,2,1998,28111.13,yes
No,Unknown,273.83,10,2,Life sciences,900,1,F,3,1,Research scientist,4,Married,3,No,21,3.0,4,Part time,2,3,3.0,2,0,2,1978,26540.0,yes
No,Travel_rarely,1582.77,4,2,Life sciences,901,4,M,3,4,Manager,4,Married,2,No,13,3.0,4,Full time,0,2,3.0,5,1,4,1971,153407.07,no
Yes,Travel_frequently,290.04,6,2,Unknown,902,4,M,1,1,Sales representative,3,Unknown,0,No,16,3.0,4,Part time,1,3,3.0,2,1,0,1989,28111.13,yes
No,Travel_rarely,290.04,23,3,Life sciences,903,1,M,3,1,Research scientist,4,Divorced,1,No,22,3.0,2,Part time,2,3,3.0,3,0,2,1997,28111.13,yes
No,Unknown,1231.39,3,4,Unknown,904,2,F,2,3,Research director,3,Unknown,1,No,18,3.0,3,Full time,0,2,3.0,10,0,7,1994,119350.0,yes
Yes,Unknown,262.68,25,5,Technical degree,905,3,M,2,1,Research scientist,2,Married,5,No,16,3.0,2,Part time,0,2,3.0,2,1,1,1994,25460.0,no
No,Unknown,1842.8,2,3,Life sciences,906,1,F,3,4,Research director,3,Married,6,No,13,3.0,3,Full time,0,2,3.0,3,0,1,1977,178610.0,no
No,Unknown,1032.49,10,3,Marketing,907,3,M,2,3,Sales executive,4,Unknown,2,Nan,19,3.0,3,Unknown,1,3,3.0,3,1,2,1977,53914.11,no
No,Travel_rarely,290.04,7,1,Marketing,908,4,F,3,1,Sales representative,2,Single,0,Nan,14,3.0,1,Part time,0,3,3.0,3,1,2,1993,28111.13,yes
Yes,Travel_frequently,1032.49,23,3,Unknown,909,2,M,3,3,Human resources,1,Divorced,9,Yes,15,3.0,3,Part time,3,2,3.0,3,0,2,1989,100071.84,no
No,Unknown,290.04,5,2,Other,910,2,F,3,1,Laboratory technician,3,Married,4,No,17,3.0,4,Part time,1,4,3.0,2,2,0,1981,28111.13,yes
Yes,Unknown,401.76,25,1,Technical degree,911,3,F,2,1,Laboratory technician,3,Single,5,No,16,3.0,3,Full time,0,3,3.0,2,1,2,2001,38940.0,yes
No,Travel_rarely,439.73,19,3,Technical degree,912,4,F,3,2,Manufacturing director,4,Divorced,4,No,12,3.0,2,Part time,2,2,3.0,3,1,2,1994,42620.0,yes
No,Travel_frequently,1086.12,18,1,Medical,913,1,M,3,3,Healthcare representative,3,Married,5,No,11,3.0,4,Unknown,0,3,3.0,2,1,2,1977,105270.0,yes
Yes,Unknown,556.26,11,4,Other,914,4,F,4,2,Sales executive,3,Unknown,8,Nan,12,3.0,4,Part time,0,2,3.0,4,1,2,1991,53914.11,yes
No,Unknown,247.62,24,3,Medical,915,4,F,3,1,Sales representative,4,Unknown,0,No,13,3.0,3,Unknown,2,3,3.0,2,2,1,1999,53914.11,no
No,Travel_rarely,379.79,25,2,Unknown,916,1,F,2,2,Laboratory technician,4,Single,4,No,14,3.0,4,Part time,0,3,3.0,3,0,2,1988,36810.0,no
No,Unknown,556.26,2,4,Life sciences,917,3,M,3,2,Healthcare representative,4,Married,1,No,13,3.0,2,Part time,2,4,3.0,10,2,2,1981,53914.11,yes
No,Travel_rarely,1582.77,1,4,Unknown,918,4,M,2,4,Manager,1,Married,7,No,11,3.0,1,Full time,1,3,3.0,3,0,2,1975,153407.07,yes
No,Travel_rarely,556.26,1,4,Unknown,919,1,M,2,2,Human resources,3,Unknown,4,No,11,3.0,2,Part time,0,1,3.0,2,0,2,1979,53914.11,yes
No,Unknown,290.04,14,3,Unknown,920,3,M,3,1,Sales representative,3,Unknown,1,Yes,18,3.0,4,Part time,2,3,3.0,8,0,6,1989,28111.13,yes
No,Unknown,355.64,22,1,Technical degree,921,3,F,3,1,Sales representative,3,Unknown,1,Nan,11,3.0,3,Full time,0,2,3.0,3,1,2,2002,34470.0,yes
No,Travel_rarely,2013.25,3,4,Unknown,922,4,F,3,5,Manager,4,Unknown,4,Nan,12,3.0,1,Unknown,1,2,3.0,2,0,1,1979,53914.11,yes
No,Travel_rarely,290.04,6,1,Medical,923,1,F,3,1,Research scientist,3,Married,0,Nan,20,3.0,4,Part time,0,3,3.0,2,2,2,2001,28111.13,yes
No,Travel_rarely,274.34,6,3,Unknown,924,3,M,3,1,Laboratory technician,4,Unknown,1,Yes,13,3.0,3,Unknown,1,2,3.0,3,0,2,1997,53914.11,no
No,Unknown,912.79,9,2,Medical,925,2,F,2,2,Manufacturing director,2,Unknown,2,Yes,11,3.0,3,Full time,1,2,3.0,3,0,2,1987,88470.0,yes
No,Unknown,210.99,3,4,Medical,926,1,F,2,1,Research scientist,4,Single,0,Nan,13,3.0,4,Part time,0,0,3.0,4,1,1,1996,20450.0,yes
No,Travel_rarely,290.04,4,3,Unknown,927,1,F,4,1,Research scientist,1,Unknown,2,Nan,16,3.0,1,Part time,1,3,3.0,3,0,2,2000,28111.13,no
No,Unknown,500.5,8,3,Life sciences,928,4,F,4,2,Sales executive,2,Unknown,0,No,22,3.0,3,Part time,1,4,3.0,3,1,2,1998,48510.0,no
No,Unknown,837.78,14,1,Unknown,929,14,F,4,2,Sales executive,2,Marreid,3,Nan,12,3.0,4,Full time,0,3,3.0,2,2,2,1975,81200.0,yes
Yes,Travel_rarely,472.23,3,2,Life sciences,930,1,M,3,2,Sales executive,3,Single,9,No,14,3.0,1,Part time,0,3,3.0,2,2,0,1999,45770.0,yes
No,Travel_rarely,557.66,16,4,Unknown,931,1,F,3,2,Sales executive,1,Single,8,No,14,3.0,4,Full time,0,1,3.0,2,2,2,1963,54050.0,no
No,Unknown,290.04,8,4,Marketing,932,4,F,3,1,Sales representative,2,Married,7,No,15,3.0,4,Part time,1,2,3.0,2,2,2,1973,28111.13,yes
No,Non-travel,382.57,24,3,Unknown,933,1,F,1,1,Laboratory technician,3,Single,2,Nan,14,3.0,3,Full time,0,5,3.0,5,1,4,1979,37080.0,no
No,Travel_frequently,1420.71,3,3,Unknown,934,4,M,3,4,Sales executive,3,Divorced,9,Yes,12,3.0,4,Full time,2,2,3.0,22,11,13,1976,137700.0,yes
Yes,Unknown,290.04,19,3,Unknown,935,3,F,4,1,Research scientist,3,Divorced,6,Nan,12,3.0,4,Part time,0,2,3.0,2,2,2,1981,28111.13,yes
No,Travel_frequently,556.26,15,3,Life sciences,936,4,F,2,2,Sales executive,4,Married,3,Nan,18,3.0,3,Part time,1,5,3.0,2,2,2,1980,53914.11,yes
No,Unknown,290.04,2,1,Unknown,937,4,M,2,1,Research scientist,4,Single,0,Nan,20,3.0,4,Part time,0,2,3.0,4,2,3,1983,28111.13,no
No,Unknown,236.99,10,3,Unknown,938,4,F,3,1,Sales representative,2,Unknown,1,No,14,3.0,4,Unknown,2,2,3.0,2,2,2,1994,53914.11,no
