attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,Travel Rarely,290.04,9.0,2.0,Unknown,837.0,3.0,M,3.0,1.0,Laboratory Technician,4.0,Single,449284.0,609075,1.0,Unknown,12.0,3.0,3.0,Part Time,0.0,10,3.0,3.0,2,2,1,1970,2811113.0,Yes
No,Travel Rarely,405.37,12.0,1.0,Medical,838.0,3.0,M,3.0,1.0,Research Scientist,4.0,Unknown,327417.0,851283,8.0,Unknown,23.0,4.0,3.0,Full Time,1.0,7,0.0,3.0,4,0,2,1970,3929000.0,Yes
No,Travel Rarely,290.04,27.0,2.0,Medical,839.0,4.0,M,3.0,1.0,Research Scientist,2.0,Unknown,234259.0,609075,2.0,No,15.0,3.0,4.0,Unknown,0.0,9,3.0,3.0,3,1,2,1970,5391411.0,Yes
No,Unknown,290.04,1.0,3.0,Unknown,840.0,3.0,F,2.0,1.0,Laboratory Technician,3.0,Unknown,234259.0,609075,2.0,Unknown,15.0,3.0,4.0,Part Time,1.0,10,2.0,2.0,3,0,2,1970,2811113.0,No
No,Unknown,556.26,13.0,2.0,Unknown,841.0,4.0,M,4.0,2.0,Manufacturing Director,1.0,Divorced,449284.0,1168139,1.0,No,11.0,3.0,3.0,Unknown,2.0,5,3.0,3.0,4,1,3,1970,5391411.0,No
No,Travel Frequently,456.55,-24.0,3.0,Medical,842.0,2.0,M,3.0,2.0,Laboratory Technician,2.0,Single,368750.0,958750,5.0,Unknown,11.0,3.0,4.0,Part Time,0.0,10,5.0,3.0,6,1,2,1970,4425000.0,Yes
No,Travel Frequently,556.26,1.0,1.0,Unknown,843.0,3.0,F,2.0,2.0,Manufacturing Director,1.0,Married,449284.0,1168139,5.0,Unknown,19.0,3.0,3.0,Part Time,1.0,10,1.0,3.0,2,2,0,1970,5391411.0,No
No,Unknown,556.26,-38.0,2.0,Unknown,844.0,3.0,F,3.0,2.0,Laboratory Technician,4.0,Married,449284.0,1168139,8.0,Unknown,15.0,3.0,3.0,Part Time,1.0,10,2.0,4.0,7,3,7,1970,5391411.0,Yes
No,Unknown,240.19,-22.0,3.0,Life Sciences,845.0,22.0,F,4.0,1.0,Research Scientist,2.0,Unknown,194000.0,504400,1.0,Unknown,16.0,3.0,1.0,Part Time,1.0,4,2.0,2.0,4,2,2,1970,2328000.0,No
No,Unknown,556.26,-10.0,5.0,Life Sciences,846.0,4.0,F,2.0,2.0,Healthcare Representative,4.0,Unknown,449284.0,1168139,9.0,No,14.0,3.0,4.0,Part Time,1.0,5,5.0,1.0,3,0,2,1970,5391411.0,Yes
No,Unknown,1032.49,1.0,4.0,Unknown,847.0,4.0,F,3.0,3.0,Healthcare Representative,1.0,Unknown,833932.0,2168223,7.0,No,16.0,3.0,3.0,Unknown,1.0,17,3.0,3.0,4,0,3,1970,5391411.0,Yes
Yes,Unknown,274.13,3.0,3.0,Technical Degree,848.0,4.0,M,3.0,1.0,Research Scientist,1.0,Unknown,221417.0,575683,5.0,Yes,11.0,3.0,3.0,Unknown,0.0,8,5.0,3.0,5,0,4,1970,5391411.0,Yes
Yes,Unknown,290.04,1.0,3.0,Unknown,849.0,3.0,F,3.0,1.0,Research Scientist,3.0,Single,234259.0,609075,0.0,Unknown,14.0,3.0,4.0,Part Time,0.0,10,1.0,2.0,6,1,5,1970,2811113.0,No
No,Unknown,612.86,3.0,3.0,Unknown,850.0,4.0,M,3.0,2.0,Sales Executive,1.0,Married,449284.0,1287000,2.0,Unknown,14.0,3.0,4.0,Full Time,1.0,16,4.0,3.0,6,0,5,1970,5940000.0,No
No,Travel Rarely,270.52,4.0,4.0,Unknown,851.0,3.0,M,2.0,1.0,Research Scientist,2.0,Married,218500.0,568100,6.0,Unknown,21.0,4.0,4.0,Part Time,0.0,10,3.0,3.0,3,1,1,1970,2622000.0,Yes
No,Travel Rarely,331.4,2.0,3.0,Unknown,852.0,3.0,M,2.0,1.0,Laboratory Technician,4.0,Single,267667.0,695933,7.0,Unknown,15.0,3.0,2.0,Full Time,0.0,10,3.0,2.0,2,2,2,1970,3212000.0,Yes
No,Travel Rarely,290.04,6.0,2.0,Medical,853.0,2.0,F,3.0,1.0,Human Resources,3.0,Married,234259.0,609075,8.0,Unknown,17.0,3.0,4.0,Part Time,0.0,10,2.0,2.0,2,2,2,1970,2811113.0,No
Yes,Unknown,290.04,1.0,3.0,Unknown,854.0,4.0,F,2.0,1.0,Laboratory Technician,3.0,Single,234259.0,609075,0.0,Unknown,14.0,3.0,4.0,Unknown,0.0,4,2.0,1.0,3,1,2,1970,5391411.0,Yes
No,Unknown,290.04,-24.0,4.0,Medical,855.0,24.0,M,3.0,1.0,Laboratory Technician,3.0,Divorced,234259.0,609075,7.0,No,14.0,3.0,3.0,Part Time,3.0,7,1.0,3.0,3,1,2,1970,2811113.0,No
No,Non-Travel,556.26,26.0,4.0,Marketing,856.0,3.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,0.0,No,18.0,3.0,1.0,Part Time,0.0,4,2.0,3.0,3,2,2,1970,5391411.0,Yes
No,Unknown,1032.49,3.0,4.0,Medical,857.0,2.0,F,3.0,3.0,Research Director,3.0,Divorced,833932.0,2168223,9.0,No,12.0,3.0,1.0,Part Time,1.0,10,3.0,3.0,2,2,2,1970,10007184.0,Yes
No,Travel Rarely,300.34,5.0,4.0,Life Sciences,858.0,3.0,M,2.0,1.0,Research Scientist,4.0,Married,242583.0,630717,1.0,Unknown,13.0,3.0,3.0,Full Time,1.0,2,2.0,2.0,2,0,2,1970,2911000.0,Yes
No,Unknown,556.26,-23.0,4.0,Life Sciences,859.0,1.0,F,4.0,2.0,Manufacturing Director,3.0,Unknown,449284.0,1168139,4.0,Unknown,17.0,3.0,4.0,Unknown,1.0,9,1.0,3.0,3,0,2,1970,5391411.0,Yes
No,Unknown,556.26,17.0,2.0,Unknown,860.0,4.0,M,4.0,2.0,Research Scientist,1.0,Single,449284.0,1168139,3.0,Yes,13.0,3.0,3.0,Part Time,0.0,10,1.0,3.0,3,0,2,1970,5391411.0,Yes
No,Unknown,715.1,-19.0,2.0,Marketing,861.0,4.0,F,3.0,2.0,Sales Executive,4.0,Divorced,449284.0,1501717,2.0,No,14.0,3.0,4.0,Full Time,1.0,10,2.0,3.0,3,0,2,1970,6931000.0,No
No,Travel Rarely,556.26,1.0,3.0,Unknown,862.0,1.0,M,3.0,2.0,Manufacturing Director,3.0,Married,449284.0,1168139,0.0,No,12.0,3.0,4.0,Unknown,2.0,5,3.0,3.0,4,1,2,1970,5391411.0,No
No,Unknown,224.51,2.0,1.0,Unknown,863.0,4.0,F,2.0,2.0,Laboratory Technician,1.0,Unknown,181333.0,471467,4.0,No,13.0,3.0,4.0,Part Time,0.0,9,5.0,3.0,6,0,4,1970,2176000.0,No
No,Travel Rarely,290.04,9.0,3.0,Unknown,864.0,4.0,F,3.0,1.0,Research Scientist,4.0,Married,449284.0,609075,1.0,No,23.0,4.0,4.0,Unknown,1.0,10,3.0,3.0,5,0,4,1970,2811113.0,Yes
No,Travel Rarely,333.25,3.0,2.0,Unknown,865.0,4.0,F,2.0,1.0,Research Scientist,3.0,Single,449284.0,699833,1.0,No,17.0,3.0,1.0,Full Time,0.0,10,4.0,4.0,3,1,0,1970,3230000.0,No
No,Non-Travel,1032.49,1.0,4.0,Medical,866.0,1.0,M,3.0,3.0,Research Director,4.0,Divorced,833932.0,2168223,2.0,Yes,18.0,3.0,1.0,Part Time,2.0,10,2.0,3.0,5,0,2,1970,10007184.0,No
No,Travel Rarely,556.26,23.0,4.0,Life Sciences,867.0,4.0,F,3.0,2.0,Healthcare Representative,4.0,Unknown,449284.0,1168139,9.0,Unknown,14.0,3.0,2.0,Part Time,1.0,10,2.0,3.0,2,1,2,1970,5391411.0,No
Yes,Travel Rarely,290.04,16.0,4.0,Medical,868.0,1.0,F,3.0,1.0,Laboratory Technician,2.0,Divorced,234259.0,609075,2.0,Yes,13.0,3.0,4.0,Part Time,1.0,10,2.0,3.0,3,0,2,1970,2811113.0,No
No,Unknown,1925.75,10.0,4.0,Life Sciences,869.0,3.0,M,3.0,5.0,Research Director,1.0,Single,1555417.0,4044083,9.0,Yes,11.0,3.0,4.0,Full Time,0.0,10,4.0,3.0,3,1,2,1970,18665000.0,Yes
No,Travel Frequently,287.75,5.0,3.0,Unknown,870.0,4.0,M,3.0,1.0,Sales Representative,2.0,Divorced,449284.0,604283,1.0,Unknown,11.0,3.0,3.0,Part Time,1.0,2,5.0,2.0,2,2,2,1970,2789000.0,Yes
No,Travel Frequently,290.04,9.0,3.0,Medical,871.0,2.0,F,3.0,1.0,Research Scientist,4.0,Married,234259.0,609075,1.0,Unknown,12.0,3.0,3.0,Part Time,3.0,10,3.0,2.0,4,1,2,1970,2811113.0,No
No,Travel Rarely,290.04,-11.0,4.0,Unknown,872.0,11.0,F,3.0,1.0,Research Scientist,4.0,Married,234259.0,609075,0.0,Unknown,12.0,3.0,3.0,Part Time,1.0,10,4.0,3.0,5,0,3,1970,2811113.0,Yes
No,Travel Rarely,661.35,2.0,3.0,Human Resources,873.0,1.0,F,2.0,2.0,Human Resources,1.0,Unknown,534167.0,1388833,3.0,No,12.0,3.0,4.0,Full Time,0.0,10,1.0,3.0,2,1,0,1970,6410000.0,No
No,Unknown,290.04,2.0,4.0,Unknown,874.0,3.0,F,3.0,1.0,Research Scientist,4.0,Unknown,234259.0,609075,0.0,Unknown,18.0,3.0,2.0,Part Time,1.0,3,2.0,1.0,2,2,2,1970,2811113.0,Yes
Yes,Unknown,509.79,-17.0,4.0,Medical,875.0,17.0,F,2.0,2.0,Research Scientist,2.0,Unknown,411750.0,1070550,2.0,No,15.0,3.0,1.0,Part Time,0.0,11,3.0,2.0,8,7,7,1970,4941000.0,No
Yes,Unknown,290.04,2.0,4.0,Medical,876.0,1.0,F,1.0,1.0,Research Scientist,4.0,Married,234259.0,609075,5.0,Yes,13.0,3.0,4.0,Unknown,0.0,10,4.0,2.0,3,2,2,1970,5391411.0,Yes
No,Travel Rarely,1973.98,5.0,5.0,Unknown,877.0,4.0,F,3.0,5.0,Research Director,3.0,Married,449284.0,4145367,4.0,Unknown,11.0,3.0,2.0,Full Time,1.0,21,2.0,3.0,3,1,1,1970,19132462.0,No
No,Unknown,410.94,9.0,5.0,Other,878.0,2.0,F,2.0,1.0,Laboratory Technician,4.0,Unknown,331917.0,862983,0.0,No,17.0,3.0,3.0,Full Time,0.0,4,2.0,3.0,3,2,2,1970,3983000.0,Yes
No,Unknown,654.85,5.0,2.0,Medical,879.0,4.0,F,3.0,2.0,Manufacturing Director,4.0,Unknown,528917.0,1375183,7.0,No,16.0,3.0,3.0,Unknown,2.0,8,2.0,2.0,6,0,4,1970,5391411.0,Yes
No,Unknown,299.62,26.0,1.0,Unknown,880.0,3.0,F,3.0,1.0,Research Scientist,4.0,Unknown,242000.0,629200,1.0,Unknown,12.0,3.0,3.0,Full Time,2.0,10,2.0,2.0,4,0,2,1970,2904000.0,No
No,Travel Rarely,278.16,2.0,1.0,Unknown,881.0,3.0,F,3.0,1.0,Human Resources,3.0,Divorced,224667.0,584133,0.0,Yes,11.0,3.0,3.0,Unknown,1.0,4,5.0,3.0,3,1,0,1970,5391411.0,No
No,Unknown,556.26,25.0,2.0,Unknown,882.0,4.0,M,3.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,7.0,Unknown,12.0,3.0,2.0,Unknown,1.0,4,2.0,4.0,2,2,2,1970,5391411.0,No
Yes,Unknown,224.3,-31.0,1.0,Unknown,883.0,1.0,M,2.0,1.0,Sales Representative,2.0,Single,449284.0,471033,1.0,Unknown,11.0,3.0,3.0,Part Time,0.0,3,3.0,3.0,3,1,2,1970,2174000.0,Yes
No,Travel Rarely,696.94,1.0,4.0,Medical,884.0,4.0,F,3.0,2.0,Healthcare Representative,3.0,Unknown,562917.0,1463583,2.0,No,11.0,3.0,3.0,Unknown,0.0,10,2.0,3.0,3,1,2,1970,5391411.0,Yes
No,Unknown,290.04,9.0,2.0,Unknown,885.0,1.0,F,3.0,1.0,Sales Representative,4.0,Single,234259.0,609075,1.0,Unknown,24.0,4.0,3.0,Unknown,0.0,3,3.0,2.0,3,2,2,1970,2811113.0,Yes
No,Travel Rarely,274.13,9.0,4.0,Life Sciences,886.0,3.0,F,2.0,1.0,Research Scientist,2.0,Unknown,221417.0,575683,0.0,Unknown,16.0,3.0,4.0,Part Time,0.0,3,5.0,3.0,2,2,2,1970,2657000.0,Yes
No,Unknown,290.04,-17.0,3.0,Unknown,887.0,17.0,F,3.0,1.0,Research Scientist,4.0,Unknown,234259.0,609075,9.0,No,16.0,3.0,4.0,Part Time,0.0,6,4.0,3.0,3,1,2,1970,2811113.0,No
No,Travel Rarely,290.04,1.0,2.0,Unknown,888.0,4.0,F,3.0,1.0,Laboratory Technician,2.0,Unknown,234259.0,609075,1.0,No,11.0,3.0,2.0,Part Time,1.0,5,2.0,3.0,5,0,4,1970,2811113.0,Yes
No,Travel Rarely,1131.31,7.0,3.0,Other,889.0,2.0,F,2.0,3.0,Healthcare Representative,3.0,Single,913750.0,2375750,8.0,No,24.0,4.0,3.0,Full Time,0.0,10,2.0,3.0,5,0,0,1970,10965000.0,Yes
No,Travel Rarely,262.37,2.0,3.0,Unknown,890.0,4.0,M,3.0,1.0,Research Scientist,3.0,Married,449284.0,550983,4.0,No,13.0,3.0,2.0,Part Time,1.0,10,3.0,3.0,2,2,2,1970,2543000.0,Yes
Yes,Non-Travel,547.24,19.0,3.0,Marketing,891.0,1.0,F,4.0,2.0,Sales Executive,4.0,Unknown,442000.0,1149200,8.0,Yes,13.0,3.0,2.0,Part Time,0.0,10,3.0,2.0,5,0,4,1970,5304000.0,Yes
No,Unknown,556.26,10.0,4.0,Marketing,892.0,4.0,M,3.0,2.0,Sales Executive,3.0,Divorced,449284.0,1168139,1.0,Yes,12.0,3.0,4.0,Part Time,1.0,10,2.0,4.0,5,0,3,1970,5391411.0,Yes
No,Unknown,290.04,1.0,4.0,Unknown,893.0,2.0,M,3.0,1.0,Laboratory Technician,1.0,Unknown,449284.0,609075,3.0,No,16.0,3.0,2.0,Part Time,1.0,8,5.0,3.0,5,1,2,1970,2811113.0,Yes
No,Unknown,2002.21,5.0,2.0,Medical,894.0,1.0,F,3.0,5.0,Research Director,1.0,Married,1617167.0,4204633,4.0,Unknown,11.0,3.0,3.0,Full Time,1.0,24,4.0,2.0,4,1,2,1970,19406000.0,No
No,Unknown,674.56,4.0,4.0,Unknown,895.0,3.0,M,3.0,2.0,Sales Executive,3.0,Married,544833.0,1416567,9.0,No,15.0,3.0,1.0,Full Time,1.0,10,3.0,3.0,3,1,2,1970,6538000.0,Yes
No,Unknown,232.97,21.0,3.0,Unknown,896.0,4.0,F,3.0,1.0,Laboratory Technician,4.0,Unknown,188167.0,489233,7.0,Unknown,20.0,4.0,1.0,Unknown,1.0,10,1.0,3.0,3,1,2,1970,5391411.0,Yes
No,Travel Rarely,556.26,8.0,4.0,Other,897.0,3.0,M,3.0,2.0,Healthcare Representative,3.0,Unknown,449284.0,1168139,4.0,Yes,14.0,3.0,4.0,Part Time,0.0,10,3.0,3.0,5,0,2,1970,5391411.0,Yes
No,Travel Rarely,228.84,1.0,2.0,Unknown,898.0,4.0,F,2.0,1.0,Laboratory Technician,1.0,Married,449284.0,480567,1.0,No,12.0,3.0,3.0,Part Time,1.0,4,3.0,3.0,4,3,2,1970,2218000.0,No
Yes,Travel Rarely,290.04,3.0,3.0,Medical,899.0,1.0,F,3.0,1.0,Laboratory Technician,1.0,Married,234259.0,609075,5.0,No,13.0,3.0,3.0,Part Time,1.0,6,5.0,3.0,2,0,2,1970,2811113.0,Yes
No,Unknown,273.83,10.0,2.0,Life Sciences,900.0,1.0,F,3.0,1.0,Research Scientist,4.0,Married,221167.0,575033,3.0,No,21.0,3.0,4.0,Part Time,2.0,8,3.0,2.0,2,0,2,1970,2654000.0,Yes
No,Travel Rarely,1582.77,4.0,2.0,Life Sciences,901.0,4.0,M,3.0,4.0,Manager,4.0,Married,1278392.0,3323820,2.0,No,13.0,3.0,4.0,Full Time,0.0,31,2.0,1.0,5,1,4,1970,15340707.0,No
Yes,Travel Frequently,290.04,6.0,2.0,Unknown,902.0,4.0,M,1.0,1.0,Sales Representative,3.0,Unknown,449284.0,609075,0.0,No,16.0,3.0,4.0,Part Time,1.0,3,3.0,2.0,2,1,0,1970,2811113.0,Yes
No,Travel Rarely,290.04,23.0,3.0,Life Sciences,903.0,1.0,M,3.0,1.0,Research Scientist,4.0,Divorced,234259.0,609075,1.0,No,22.0,4.0,2.0,Part Time,2.0,10,3.0,1.0,3,0,2,1970,2811113.0,Yes
No,Unknown,1231.39,3.0,4.0,Unknown,904.0,2.0,F,2.0,3.0,Research Director,3.0,Unknown,994583.0,2585917,1.0,No,18.0,3.0,3.0,Full Time,0.0,10,2.0,3.0,10,0,7,1970,11935000.0,Yes
Yes,Unknown,262.68,25.0,5.0,Technical Degree,905.0,3.0,M,2.0,1.0,Research Scientist,2.0,Married,449284.0,551633,5.0,No,16.0,3.0,2.0,Part Time,0.0,6,2.0,4.0,2,1,1,1970,2546000.0,No
No,Unknown,1842.8,2.0,3.0,Life Sciences,906.0,1.0,F,3.0,4.0,Research Director,3.0,Married,449284.0,3869883,6.0,No,13.0,3.0,3.0,Full Time,0.0,10,2.0,1.0,3,0,1,1970,17861000.0,No
No,Unknown,1032.49,10.0,3.0,Marketing,907.0,3.0,M,2.0,3.0,Sales Executive,4.0,Unknown,833932.0,2168223,2.0,Unknown,19.0,3.0,3.0,Unknown,1.0,15,3.0,3.0,3,1,2,1970,5391411.0,No
No,Travel Rarely,290.04,7.0,1.0,Marketing,908.0,4.0,F,3.0,1.0,Sales Representative,2.0,Single,449284.0,609075,0.0,Unknown,14.0,3.0,1.0,Part Time,0.0,10,3.0,3.0,3,1,2,1970,2811113.0,Yes
Yes,Travel Frequently,1032.49,23.0,3.0,Unknown,909.0,2.0,M,3.0,3.0,Human Resources,1.0,Divorced,449284.0,2168223,9.0,Yes,15.0,3.0,3.0,Part Time,3.0,10,2.0,3.0,3,0,2,1970,10007184.0,No
No,Unknown,290.04,5.0,2.0,Other,910.0,2.0,F,3.0,1.0,Laboratory Technician,3.0,Married,234259.0,609075,4.0,No,17.0,3.0,4.0,Part Time,1.0,10,4.0,3.0,2,2,0,1970,2811113.0,Yes
Yes,Unknown,401.76,-25.0,1.0,Technical Degree,911.0,3.0,F,2.0,1.0,Laboratory Technician,3.0,Single,324500.0,843700,5.0,No,16.0,3.0,3.0,Full Time,0.0,4,3.0,3.0,2,1,2,1970,3894000.0,Yes
No,Travel Rarely,439.73,19.0,3.0,Technical Degree,912.0,4.0,F,3.0,2.0,Manufacturing Director,4.0,Divorced,449284.0,923433,4.0,No,12.0,3.0,2.0,Part Time,2.0,8,2.0,4.0,3,1,2,1970,4262000.0,Yes
No,Travel Frequently,1086.12,18.0,1.0,Medical,913.0,1.0,M,3.0,3.0,Healthcare Representative,3.0,Married,449284.0,2280850,5.0,No,11.0,3.0,4.0,Unknown,0.0,10,3.0,2.0,2,1,2,1970,10527000.0,Yes
Yes,Unknown,556.26,11.0,4.0,Other,914.0,4.0,F,4.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,8.0,Unknown,12.0,3.0,4.0,Part Time,0.0,10,2.0,3.0,4,1,2,1970,5391411.0,Yes
No,Unknown,247.62,24.0,3.0,Medical,915.0,4.0,F,3.0,1.0,Sales Representative,4.0,Unknown,200000.0,520000,0.0,No,13.0,3.0,3.0,Unknown,2.0,3,3.0,3.0,2,2,1,1970,5391411.0,No
No,Travel Rarely,379.79,25.0,2.0,Unknown,916.0,1.0,F,2.0,2.0,Laboratory Technician,4.0,Single,449284.0,797550,4.0,No,14.0,3.0,4.0,Part Time,0.0,10,3.0,3.0,3,0,2,1970,3681000.0,No
No,Unknown,556.26,2.0,4.0,Life Sciences,917.0,3.0,M,3.0,2.0,Healthcare Representative,4.0,Married,449284.0,1168139,1.0,No,13.0,3.0,2.0,Part Time,2.0,10,4.0,3.0,10,2,2,1970,5391411.0,Yes
No,Travel Rarely,1582.77,1.0,4.0,Unknown,918.0,4.0,M,2.0,4.0,Manager,1.0,Married,449284.0,3323820,7.0,No,11.0,3.0,1.0,Full Time,1.0,21,3.0,1.0,3,0,2,1970,15340707.0,Yes
No,Travel Rarely,556.26,1.0,4.0,Unknown,919.0,1.0,M,2.0,2.0,Human Resources,3.0,Unknown,449284.0,1168139,4.0,No,11.0,3.0,2.0,Part Time,0.0,10,1.0,4.0,2,0,2,1970,5391411.0,Yes
No,Unknown,290.04,14.0,3.0,Unknown,920.0,3.0,M,3.0,1.0,Sales Representative,3.0,Unknown,234259.0,609075,1.0,Yes,18.0,3.0,4.0,Part Time,2.0,8,3.0,3.0,8,0,6,1970,2811113.0,Yes
No,Unknown,355.64,22.0,1.0,Technical Degree,921.0,3.0,F,3.0,1.0,Sales Representative,3.0,Unknown,287250.0,746850,1.0,Unknown,11.0,3.0,3.0,Full Time,0.0,10,2.0,3.0,3,1,2,1970,3447000.0,Yes
No,Travel Rarely,2013.25,3.0,4.0,Unknown,922.0,4.0,F,3.0,5.0,Manager,4.0,Unknown,1626083.0,4227817,4.0,Unknown,12.0,3.0,1.0,Unknown,1.0,26,2.0,4.0,2,0,1,1970,5391411.0,Yes
No,Travel Rarely,290.04,6.0,1.0,Medical,923.0,1.0,F,3.0,1.0,Research Scientist,3.0,Married,234259.0,609075,0.0,Unknown,20.0,4.0,4.0,Part Time,0.0,10,3.0,3.0,2,2,2,1970,2811113.0,Yes
No,Travel Rarely,274.34,6.0,3.0,Unknown,924.0,3.0,M,3.0,1.0,Laboratory Technician,4.0,Unknown,221583.0,576117,1.0,Yes,13.0,3.0,3.0,Unknown,1.0,10,2.0,3.0,3,0,2,1970,5391411.0,No
No,Unknown,912.79,9.0,2.0,Medical,925.0,2.0,F,2.0,2.0,Manufacturing Director,2.0,Unknown,737250.0,1916850,2.0,Yes,11.0,3.0,3.0,Full Time,1.0,13,2.0,3.0,3,0,2,1970,8847000.0,Yes
No,Unknown,210.99,3.0,4.0,Medical,926.0,1.0,F,2.0,1.0,Research Scientist,4.0,Single,449284.0,443083,0.0,Unknown,13.0,3.0,4.0,Part Time,0.0,5,0.0,3.0,4,1,1,1970,2045000.0,Yes
No,Travel Rarely,290.04,4.0,3.0,Unknown,927.0,1.0,F,4.0,1.0,Research Scientist,1.0,Unknown,234259.0,609075,2.0,Unknown,16.0,3.0,1.0,Part Time,1.0,5,3.0,4.0,3,0,2,1970,2811113.0,No
No,Unknown,500.5,8.0,3.0,Life Sciences,928.0,4.0,F,4.0,2.0,Sales Executive,2.0,Unknown,404250.0,1051050,0.0,No,22.0,4.0,3.0,Part Time,1.0,4,4.0,3.0,3,1,2,1970,4851000.0,No
No,Unknown,837.78,-14.0,1.0,Unknown,929.0,14.0,F,4.0,2.0,Sales Executive,2.0,Married,449284.0,1759333,3.0,Unknown,12.0,3.0,4.0,Full Time,0.0,10,3.0,3.0,2,2,2,1970,8120000.0,Yes
Yes,Travel Rarely,472.23,3.0,2.0,Life Sciences,930.0,1.0,M,3.0,2.0,Sales Executive,3.0,Single,381417.0,991683,9.0,No,14.0,3.0,1.0,Part Time,0.0,10,3.0,3.0,2,2,0,1970,4577000.0,Yes
No,Travel Rarely,557.66,16.0,4.0,Unknown,931.0,1.0,F,3.0,2.0,Sales Executive,1.0,Single,449284.0,1171083,8.0,No,14.0,3.0,4.0,Full Time,0.0,10,1.0,3.0,2,2,2,1970,5405000.0,No
No,Unknown,290.04,8.0,4.0,Marketing,932.0,4.0,F,3.0,1.0,Sales Representative,2.0,Married,234259.0,609075,7.0,No,15.0,3.0,4.0,Part Time,1.0,4,2.0,3.0,2,2,2,1970,2811113.0,Yes
No,Non-Travel,382.57,24.0,3.0,Unknown,933.0,1.0,F,1.0,1.0,Laboratory Technician,3.0,Single,449284.0,803400,2.0,Unknown,14.0,3.0,3.0,Full Time,0.0,9,5.0,3.0,5,1,4,1970,3708000.0,No
No,Travel Frequently,1420.71,3.0,3.0,Unknown,934.0,4.0,M,3.0,4.0,Sales Executive,3.0,Divorced,1147500.0,2983500,9.0,Yes,12.0,3.0,4.0,Full Time,2.0,28,2.0,2.0,22,11,13,1970,13770000.0,Yes
Yes,Unknown,290.04,19.0,3.0,Unknown,935.0,3.0,F,4.0,1.0,Research Scientist,3.0,Divorced,234259.0,609075,6.0,Unknown,12.0,3.0,4.0,Part Time,0.0,10,2.0,3.0,2,2,2,1970,2811113.0,Yes
No,Travel Frequently,556.26,15.0,3.0,Life Sciences,936.0,4.0,F,2.0,2.0,Sales Executive,4.0,Married,449284.0,1168139,3.0,Unknown,18.0,3.0,3.0,Part Time,1.0,7,5.0,3.0,2,2,2,1970,5391411.0,Yes
No,Unknown,290.04,2.0,1.0,Unknown,937.0,4.0,M,2.0,1.0,Research Scientist,4.0,Single,234259.0,609075,0.0,Unknown,20.0,4.0,4.0,Part Time,0.0,5,2.0,2.0,4,2,3,1970,2811113.0,No
No,Unknown,236.99,10.0,3.0,Unknown,938.0,4.0,F,3.0,1.0,Sales Representative,2.0,Unknown,191417.0,497683,1.0,No,14.0,3.0,4.0,Unknown,2.0,10,2.0,3.0,2,2,2,1970,5391411.0,No
No,Unknown,252.78,6.0,3.0,Unknown,939.0,4.0,F,3.0,2.0,Laboratory Technician,4.0,Single,204167.0,530833,2.0,Unknown,17.0,3.0,4.0,Part Time,0.0,19,4.0,3.0,2,2,2,1970,2450000.0,No
No,Travel Rarely,290.04,-12.0,1.0,Medical,940.0,1.0,F,4.0,1.0,Research Scientist,3.0,Single,234259.0,609075,1.0,Unknown,18.0,3.0,4.0,Part Time,0.0,10,3.0,3.0,2,0,2,1970,2811113.0,No
Yes,Unknown,1973.98,2.0,3.0,Medical,941.0,4.0,F,3.0,5.0,Manager,1.0,Unknown,1594372.0,4145367,5.0,Yes,13.0,3.0,4.0,Unknown,1.0,24,2.0,3.0,5,1,4,1970,5391411.0,No
No,Travel Frequently,290.04,1.0,2.0,Life Sciences,942.0,1.0,M,1.0,1.0,Laboratory Technician,4.0,Unknown,234259.0,609075,3.0,No,14.0,3.0,1.0,Part Time,1.0,10,2.0,3.0,2,2,0,1970,2811113.0,Yes
No,Travel Rarely,290.04,1.0,4.0,Unknown,943.0,2.0,M,4.0,1.0,Research Scientist,4.0,Single,234259.0,609075,2.0,No,16.0,3.0,3.0,Unknown,0.0,10,2.0,3.0,4,1,3,1970,5391411.0,No
No,Unknown,447.98,8.0,1.0,Marketing,944.0,3.0,F,3.0,2.0,Sales Executive,4.0,Married,361833.0,940767,0.0,Unknown,19.0,3.0,2.0,Part Time,1.0,5,3.0,3.0,4,1,1,1970,4342000.0,Yes
No,Travel Rarely,265.37,8.0,4.0,Unknown,945.0,1.0,M,3.0,1.0,Sales Representative,4.0,Unknown,214333.0,557267,1.0,No,16.0,3.0,2.0,Unknown,1.0,3,1.0,2.0,3,0,2,1970,5391411.0,Yes
No,Travel Rarely,290.04,-18.0,3.0,Unknown,946.0,4.0,F,1.0,1.0,Laboratory Technician,3.0,Married,234259.0,609075,3.0,No,21.0,3.0,3.0,Part Time,2.0,7,2.0,3.0,2,0,2,1970,2811113.0,Yes
